0.000795495	0.000348376
0.00053033	0.000224474
0.000265165	0.000118526
0.00053033	0.000224456
0.000353553	0.000145087
0.000176777	7.43E-05
0.000265165	0.000116449
0.000176777	7.63565E-05
8.83883E-05	3.74E-05
0.000282843	0.000107035
0.000353553	0.000145087
0.000471405	0.000237155
0.000707107	0.000438561
0.00053033	0.000224474
0.000353553	0.000145087
0.000176777	7.63565E-05
0.000111803	4.94924E-05
0.000158114	6.68103E-05
0.00025	0.000105219
0.000353553	0.000145087
0.0005	0.000212797
0.000707107	0.000295314
0.001118034	0.00046012
